"TRIGRAMME","NOM_VALIDE","CD_NOM","STATUT_FR"
"Coscor2","Cosmarium corriense Bisset, 1894",648905,"P"
"Coscos","Cosmarium costatum Nordst.",73802,"P"
"Coscra","Cosmarium crassangulatum Borge, 1894",648906,"P"
"Coscre","Cosmarium crenatum Ralfs",73804,"P"
"Coscrebol","Cosmarium crenatum f. boltiana (Gutw.) West & G.S.West, 1912",648907,"P"
"Coscri","Cosmarium cristatum Ralfs, 1848",648908,"P"
"Coscru","Cosmarium cruciatum Bréb., 1856",648909,"P"
"Coscuc","Cosmarium cucumis Corda ex Ralfs, 1848",73807,"P"
"Coscuchel","Cosmarium cucumis var. helveticum Nordst., 1880",792106,"P"
"Coscucmag","Cosmarium cucumis var. magnum Racib., 1885",73808,"P"
"Coscyc","Cosmarium cyclicum P.Lundell, 1871",73815,"P"
"Coscycarc","Cosmarium cyclicum var. arcticum (Nordst.) West & G.S.West, 1905",648911,"P"
"Coscycnor","Cosmarium cyclicum var. nordstedtianum (Reinsch) West & G.S.West, 1905",648912,"P"
"Coscyl","Cosmarium cylindricum Ralfs, 1848",648913,"P"
"Coscym","Cosmarium cymatonotophorum West, 1892",73816,"P"
"Coscymgra","Cosmarium cymatonotophorum var. granulatum Grönblad, 1934",72482,"P"
"Coscym2","Cosmarium cymatopleurum Nordst., 1872",648915,"P"
"Coscymmin","Cosmarium cymatopleurum f. minus Kurz, 1922",648916,"P"
"Coscymarc","Cosmarium cymatopleurum var. archeri (Roy & Bisset) West & G.S.West, 1900",719864,"P"
"Cosdav","Cosmarium davidsonii J.Roy & Bissett, 1893",648918,"P"
"Cosdeb","Cosmarium debaryi W.Archer in Pritchard, 1861",648919,"P"
"Cosdec","Cosmarium decedens (Reinsch) Racib., 1889",73818,"P"
"Cosdecsin","Cosmarium decedens var. sinuosum (P.Lundell) Racib., 1889",648920,"P"
"Cosdec2","Cosmarium decorum (F.Gay) de Toni",648921,"P"
"Cosdem","Cosmarium demangeonii A.Moug., 1887",648922,"P"
"Cosden","Cosmarium dentiferum Corda, 1840",648923,"P"
"Cosdenmin","Cosmarium dentiferum f. minus Huber-Pestalozzi, 1928",648924,"P"
"Cosdep","Cosmarium depauperatum Nordst., 1878",648925,"P"
"Cosdep2","Cosmarium depressum (Nägeli) P.Lundell, 1871",73820,"P"
"Cosdepach","Cosmarium depressum var. achondrum (Boldt) West & G.S.West, 1905",648926,"P"
"Cosdepgra","Cosmarium depressum var. granulatum W.B.Turner, 1893",648927,"P"
"Cosdepint","Cosmarium depressum var. intermedium (Gutw.) Messikommer, 1927",648928,"P"
"Cosdeppla","Cosmarium depressum var. planctonicum Reverdin, 1919",73821,"P"
"Cosdic","Cosmarium dickii Coesel, 1989",648929,"P"
"Cosdid","Cosmarium didymochondrum Nordst.",73822,"P"
"Cosdif","Cosmarium difficile Lütkem., 1892",73823,"P"
"Cosdifdil","Cosmarium difficile var. dilatatum Borge, 1925",648931,"P"
"Cosdifmes","Cosmarium difficile var. messikommeri (Croasdale) Kouwets, 1997",648932,"P"
"Cosdifsub","Cosmarium difficile var. subimpressulum Messikommer, 1927",648933,"P"
"Cosdifsub2","Cosmarium difficile var. sublaeve Lütkem., 1893",73824,"P"
"Cosdil","Cosmarium dilatatum Lütkem., 1960",648934,"P"
"Cosdol","Cosmarium doliforme West & G.S.West, 1896",894986,"P"
"Cosedu","Cosmarium eductum J.Roy & Bisset, 1888",719865,"P"
"Coseic","Cosmarium eichlerianum (Grönblad) Messikommer, 1957",648939,"P"
"Cosele","Cosmarium elegantissimum Lund.",73826,"P"
"Coselesub","Cosmarium elegantissimum var. subsimplex Gronblad, 1926",648940,"P"
"Cosexi","Cosmarium exiguum Kirchn.",73827,"P"
"Cosexipre","Cosmarium exiguum var. pressum W. & G. s. West",73828,"P"
"Cosfin","Cosmarium finlandicum (Grönblad) Prescott, 1981",720325,"P"
"Cosfinsub","Cosmarium finlandicum var. subetchachanense (Grönblad) Prescott, 1981",720326,"P"
"Cosfon","Cosmarium fontigenum Nordst., 1878",648941,"P"
"Cosfor","Cosmarium formosulum Hoff, 1888",73829,"P"
"Cosfornat","Cosmarium formosulum var. nathorstii (Boldt) West & G.S.West, 1908",648943,"P"
"Cosfur","Cosmarium furcatospermum West & G.S.West, 1894",627058,"P"
"Cosfurmai","Cosmarium furcatospermum var. maius Prescott, 1981",894987,"P"
"Cosgal","Cosmarium galeritum Nordst.",73830,"P"
"Cosgar","Cosmarium garrolense J.Roy & Bisset, 1894",73831,"P"
"Cosgardim","Cosmarium garrolense var. dimidio-minor (Gronblad) Willi Krieg. & Gerloff, 1962",648945,"P"
"Cosgay","Cosmarium gayanum De Toni, 1889",648946,"P"
"Cosgayebo","Cosmarium gayanum var. eboracense (West) West & G.S.West, 1912",648947,"P"
"Cosgem","Cosmarium geminatum P.Lundell, 1871",648949,"P"
"Cosglosub","Cosmarium globosum var. subaltum Messikommer, 1935",648955,"P"
"Cosgon","Cosmarium goniodes West & G.S.West, 1895",73833,"P"
"Cosgonsub","Cosmarium goniodes var. subturgidum West & G.S.West, 1902",648956,"P"
"Cosgra","Cosmarium granatum Bréb. ex Ralfs, 1848",73835,"P"
"Cosgraala","Cosmarium granatum var. alatum (Jacobsen) Förster, 1965",648957,"P"
"Cosgracon","Cosmarium granatum var. concavum Lagerh., 1890",648958,"P"
"Cosgradel","Cosmarium granatum var. delpontei Gutw., 1891",648959,"P"
"Cosgraelo","Cosmarium granatum var. elongatum Nordst., 1872",648960,"P"
"Cosgranor","Cosmarium granatum var. nordstedtii Hansg., 1888",648961,"P"
"Cosham","Cosmarium hammeri Reinsch, 1866",73837,"P"
"Coshamcro","Cosmarium hammeri var. croasdale Willi Krieg. & Gerloff, 1962",648962,"P"
"Coshampro","Cosmarium hammeri var. protuberans West & G.S.West, 1896",648963,"P"
"Coshay","Cosmarium haynaldii Schaarschmidt, 1883",648964,"P"
"Coshol","Cosmarium holmiense P.Lundell, 1871",73840,"P"
"Cosholatt","Cosmarium holmiense var. attenuatum Gutw., 1890",648965,"P"
"Cosholcon","Cosmarium holmiense var. constrictum (Gutw.) Willi Krieger & Gerloff, 1965",648966,"P"
"Cosholhib","Cosmarium holmiense var. hibernicum (West) Schmidle, 1894",648967,"P"
"Cosholint","Cosmarium holmiense var. integrum Lundell, 1871",73841,"P"
"Cosholint2","Cosmarium holmiense var. intermedium Gutw., 1896",648968,"P"
"Cosholund","Cosmarium holmiense var. undatum West & G.S.West, 1894",73842,"P"
"Coshom","Cosmarium homalodermum Nordst., 1875",648969,"P"
"Coshor","Cosmarium horizontale (Schmidle) Kouwets, 1997",648970,"P"
"Coshor2","Cosmarium hornavanense Gutw., 1909",648971,"P"
"Coshordub","Cosmarium hornavanense var. dubovianum (Lütkem.) Ruzicka, 1949",999398,"P"
"Coshum","Cosmarium humile Nordst. ex De Toni, 1889",73843,"P"
"Coshumdan","Cosmarium humile var. danicum (Børgesen) Schmidle, 1895",648972,"P"
"Coshumgla","Cosmarium humile var. glabrum Gutw., 1892",648973,"P"
"Coshumstr","Cosmarium humile var. striatum (Boldt) Schmidle, 1895",648974,"P"
"Cosimp","Cosmarium impressulum Elfving, 1881",73844,"P"
"Cosimpcre","Cosmarium impressulum var. crenulatum (Nägeli) Willi Krieger & Gerloff, 1965",999387,"P"
"Cosimpsub","Cosmarium impressulum var. suborthogonum (Racib.) Taft, 1945",648975,"P"
"Cosinc","Cosmarium incertum Schmidle, 1895",648976,"P"
"Cosinc2","Cosmarium inconspicuum West & G.S.West, 1896",648977,"P"
"Cosind","Cosmarium indentatum Grönblad, 1920",648978,"P"
"Cosinf","Cosmarium infirmum Grondblad, 1926",648979,"P"
"Cosint","Cosmarium intermedium Delponte, 1878",648980,"P"
"Cosintmaj","Cosmarium intermedium var. major Irénée-Marie & Hilliard, 1963",720329,"P"
"Cosist","Cosmarium isthmium West, 1890",648981,"P"
"Cosist2","Cosmarium isthmochondrum Nordst., 1873",648982,"P"
"Cosistper","Cosmarium isthmochondrum var. pergranulatum West & G.S.West, 1905",648983,"P"
"Cosjao","Cosmarium jaoi Kouwets, 1998",648985,"P"
"Cosjen","Cosmarium jenisejense Boldt, 1885",648986,"P"
"Coskir","Cosmarium kirchneri Børgesen, 1889",648987,"P"
"Coskje","Cosmarium kjellmanii Wille, 1879",648989,"P"
"Coskjegra","Cosmarium kjellmanii var. grande Wille, 1879",648990,"P"
"Coskjeorn","Cosmarium kjellmanii var. ornatum Wille, 1879",648991,"P"
"Coslae","Cosmarium laeve Rabenh., 1868",73848,"P"
"Coslaeafr","Cosmarium laeve var. africanum Willi Krieg. & Gerloff, 1969",648992,"P"
"Coslaecym","Cosmarium laeve var. cymatium West & G.S.West, 1905",648993,"P"
"Coslaepse","Cosmarium laeve var. pseudooctangulare F.E.Fritsch & M.F.Rich, 1930",648994,"P"
"Coslaewes","Cosmarium laeve var. westii Willi Krieg. & Gerloff, 1969",648995,"P"
"Coslag","Cosmarium lagerheimii Gutw., 1892",648997,"P"
"Coslap","Cosmarium lapponicum Borge, 1913",719869,"P"
"Coslei","Cosmarium leiodermum F.Gay, 1884",648998,"P"
"Coslim","Cosmarium limnophilum Schmidle, 1895",648999,"P"
"Coslog","Cosmarium logiense Bissett, 1884",649000,"P"
"Coslor","Cosmarium lortetianum Rabenh., 1891",649001,"P"
"Coslun","Cosmarium lundellii Delponte, 1877",73849,"P"
"Coslunell","Cosmarium lundelii var. ellipticum West",73850,"P"
"Coslunscr","Cosmarium lundellii f. scrobiculatum Irénée-Marie, 1956",945877,"P"
"Coslunbor","Cosmarium lundellii var. borgei Willi Krieg. & Gerloff, 1962",649003,"P"
"Cosluncor","Cosmarium lundellii var. corruptum (W.B.Turner) West & G.S.West, 1902",999404,"P"
"Coslunsub","Cosmarium lundellii var. subcirculare Messikommer, 1957",649004,"P"
"Coslut","Cosmarium lutetianum Kouwets, 1998",649005,"P"
"Cosmag","Cosmarium magnificum Nordst., 1887",649006,"P"
"Cosmagita","Cosmarium magnificum var. italicum Racib., 1889",649007,"P"
"Cosmagmin","Cosmarium magnificum var. minus Coesel, 1989",894988,"P"
"Cosmaj","Cosmarium majae Strøm, 1922",649008,"P"
"Cosmajmar","Cosmarium majae var. martinotti Baier",649009,"P"
"Cosmar","Cosmarium margaritatum (P.Lundell) J.Roy & Bisset, 1886",625807,"P"
"Cosmarmai","Cosmarium margaritatum f. maius Schmidle, 1901",649010,"P"
"Cosmarmin","Cosmarium margaritatum f. minus (Boldt) West & G.S.West, 1897",649011,"P"
"Cosmarsub","Cosmarium margaritatum f. subrotundatum West & G.S.West, 1912",649012,"P"
"Cosmar2","Cosmarium margaritiferum Menegh. ex Ralfs, 1848",73851,"P"
"Cosmarcon","Cosmarium margaritiferum f. confusum (Cooke) West & G.S.West, 1908",792107,"P"
"Cosmarbad","Cosmarium margaritiferum var. badense (Schmidle) P.F.M.Coesel, 1989",649013,"P"
"Cosmen","Cosmarium meneghinii Bréb. ex Ralfs, 1848",73852,"P"
"Cosmendis","Cosmarium meneghinii var. disjunctum Messikommer, 1957",649014,"P"
"Cosmic","Cosmarium microsphinctum Nordst., 1876",649015,"P"
"Cosmiccri","Cosmarium microsphinctum var. crispulum Nordst., 1876",719888,"P"
"Cosmin","Cosmarium minimum West & G.S.West, 1895",625823,"P"
"Cosmon","Cosmarium moniliforme Ralfs, 1848",73854,"P"
"Cosmonpun","Cosmarium moniliforme var. punctatum Lagerh., 1887",649016,"P"
"Cosmon2","Cosmarium monomazum P.Lundell, 1871",625825,"P"
"Cosmongla","Cosmarium monomazum var. glabrum Hinode, 1952",649017,"P"
"Cosmonpol","Cosmarium monomazum var. polymazum Nordst., 1873",649018,"P"
"Cosnae","Cosmarium naegelianum Bréb., 1856",649019,"P"
"Cosnas","Cosmarium nasutum Nordst., 1872",73856,"P"
"Cosnasgra","Cosmarium nasutum f. granulatum Nordst., 1872",649020,"P"
"Cosneo","Cosmarium neouviellense Kouwets, 1997",649021,"P"
"Cosnit","Cosmarium nitidulum De Not., 1867",73857,"P"
"Cosnor","Cosmarium nordstedtii Delponte, 1878",649022,"P"
"Cosnor2","Cosmarium norimbergense Reinsch, 1867",649023,"P"
"Cosnot","Cosmarium notabile Bréb., 1856",649025,"P"
"Cosnothet","Cosmarium notabile var. heterocrenatum (West & G.S.West) Willi Krieg. & Gerloff, 1965",649026,"P"
"Cosnotmed","Cosmarium notabile var. medium (Gutw.) Willi Krieger & Gerloff, 1965",999408,"P"
"Cosnotsub","Cosmarium notabile var. subnotabile (Wille) Coesel, 2007",894989,"P"
"Cosnottra","Cosmarium notabile var. transiens Insam & Willi Krieg., 1936",719887,"P"
"Cosnov","Cosmarium novae-semliae Wille, 1879",627059,"P"
"Cosnovgra","Cosmarium novae-semliae var. granulatum Schmidle, 1898",649027,"P"
"Cosnovsib","Cosmarium novae-semliae var. sibiricum Boldt, 1885",649028,"P"
"Cosnym","Cosmarium nymannianum Grunow in Rabenh., 1868",649029,"P"
"Cosobl","Cosmarium obliquum Nordst., 1873",73858,"P"
"Cosoblcor","Cosmarium obliquum var. corribsensiforme Messikommer, 1942",649030,"P"
"Cosobl2","Cosmarium oblongum A.W.Bennett, 1886",649031,"P"
"Cosobs","Cosmarium obsoletum (Hantzsch) Reinsch, 1867",73859,"P"
"Cosobspun","Cosmarium obsoletum var. punctatum W.M.Maskell, 1883",649032,"P"
"Cosobssit","Cosmarium obsoletum var. sitvense Gutw., 1902",649033,"P"
"Cosobt","Cosmarium obtusatum (Schmidle) Schmidle, 1898",73860,"P"
"Cosobtmin","Cosmarium obtusatum f. minus Skuja, 1937",649034,"P"
"Cosobtbea","Cosmarium obtusatum var. beanlandii (West & G.S.West) West & G.S.West, 1908",720970,"P"
"Cosoce","Cosmarium ocellatum B.Eichler & Gutw., 1894",792128,"D"
"Cosoch","Cosmarium ochthodes Nordst., 1875",73861,"P"
"Cosochamo","Cosmarium ochthodes var. amoebum West, 1892",649035,"P"
"Cosorb","Cosmarium orbiculatum Ralfs ex Ralfs, 1848",649036,"P"
"Cosord","Cosmarium ordinatum (Børgesen) West & G.S.West, 1896",73862,"P"
"Cosordsch","Cosmarium ordinatum var. schulzii (Messik.) Forster, 1973",999410,"P"
"Cosorn","Cosmarium ornatum Ralfs",73863,"P"
"Cosort","Cosmarium orthogonum Delponte, 1878",649037,"P"
"Cosort2","Cosmarium orthostichum P.Lundell, 1871",649038,"P"
"Cosortpum","Cosmarium orthostichum var. pumilum P.Lundell, 1871",649039,"P"
"Cosova","Cosmarium ovale Ralfs ex Ralfs, 1848",625827,"P"
"Cosovapre","Cosmarium ovale var. prescottii Iréneé-Marie, 1939",649040,"P"
"Cosovasub","Cosmarium ovale var. subglabrum West & G.S.West, 1896",649041,"P"
"Cospac","Cosmarium pachydermum P.Lundell, 1871",73864,"P"
"Cospacaet","Cosmarium pachydermum var. aethiopicum W. & G. s. West",73865,"P"
"Cospachex","Cosmarium pachydermum var. hexagonum Gutw., 1890",649042,"P"
"Cospacmin","Cosmarium pachydermum var. minus Nordst., 1873",649043,"P"
"Cospan","Cosmarium pankakoskii Grönblad, 1947",649044,"P"
"Cospar","Cosmarium parvulum Breb., 1856",73868,"P"
"Cosparund","Cosmarium parvulum var. undulatum Schmidle, 1895",894992,"P"
"Cosper","Cosmarium perforatum P.Lundell, 1871",73869,"P"
"Cosperrau","Cosmarium perforatum var. rauchii Ducelier, 1918",649045,"P"
"Cospersku","Cosmarium perforatum var. skujae Grönblad, 1945",649046,"P"
"Cosper2","Cosmarium pericymatium Nordst., 1875",719890,"P"
"Cosperebo","Cosmarium pericymatium var. eboracense West & G.S.West, 1900",719892,"P"
"Cospha","Cosmarium phaseolus Bréb. ex Ralfs, 1848",73870,"P"
"Cosphamin","Cosmarium phaseolus f. minus Boldt, 1885",649047,"P"
"Cosphaele","Cosmarium phaseolus var. elevatum Nordst.",73871,"P"
"Cosphanot","Cosmarium phaseolus var. notatum (Norstedt) Coesel, 1991",649049,"P"
"Cosphasku","Cosmarium phaseolus var. skujae Willi Krieg. & Gerloff, 1962",649050,"P"
"Cosphasub","Cosmarium phaseolus var. subbireme Racib., 1889",649051,"P"
"Cospil","Cosmarium pileolatum Bréb. ex Comère, 1901",649052,"P"
"Cospli","Cosmarium plicatum Reinsch, 1867",649053,"P"
"Cosplu","Cosmarium pluviale W.Archer in Pritchard, 1861",649054,"P"
"Cospok","Cosmarium pokornyanum (Grunow) West & G.S.West, 1900",650139,"P"
"Cospoktri","Cosmarium pokornyanum var. trigonum (Nordst.) Krieger & Gerloff, 1965",650140,"P"
"Cospol","Cosmarium polonicum Racib., 1884",811580,"P"
"Cospolsup","Cosmarium polonicum var. supranotatum Messik., 1957",811581,"P"
"Cospol2","Cosmarium polygonum (Naeg.) Arch.",73873,"P"
"Cospor","Cosmarium porteanum W.Archer, 1860",650142,"P"
"Cosporbra","Cosmarium porteanum var. brasiliense Wille, 1884",650143,"P"
"Cospornep","Cosmarium porteanum var. nephroideum Wittrock, 1872",650144,"P"
"Cospra","Cosmarium praecisum Borge, 1921",650145,"P"
"Cosprasue","Cosmarium praecisum var. suecicum (Borge) Krieger & Gerloff, 1962",720026,"P"
"Cospra2","Cosmarium praemorsum Bréb., 1856",73875,"P"
"Cosprager","Cosmarium praemorsum var. germanicum Racib., 1889",650146,"P"
"Cospro","Cosmarium prominulum Racib., 1885",73876,"P"
"Cosprosub","Cosmarium prominulum var. subundulatum West & G.S.West, 1894",650147,"P"
"Cospro2","Cosmarium protractum (Nägeli) De Bary, 1858",625829,"P"
"Cosprobas","Cosmarium protractum var. basigranulatum Wade",720385,"P"
"Cospro3","Cosmarium protuberans P.Lundell, 1871",999412,"P"
"Cospse","Cosmarium pseudamoenum Wille",73878,"P"
"Cospse2","Cosmarium pseudarctoum Nordst., 1879",73879,"P"
"Cospse3","Cosmarium pseudobiremum Boldt, 1885",650151,"P"
"Cospsemin","Cosmarium pseudobiremum f. minus Boldt, 1885",793170,"P"
"Cospse4","Cosmarium pseudobotrytis F.Gay, 1884",650152,"P"
"Cospsepyr","Cosmarium pseudobotrytis var. pyrenaica F.Gay",650154,"P"
"Cospse5","Cosmarium pseudocommissurale F.A.C.Kouwets, 1991",650156,"P"
"Cospse6","Cosmarium pseudoconnatum Nordst., 1870",73884,"P"
"Cospseell","Cosmarium pseudoconnatum var. ellipsoideum West & G.S.West, 1902",650157,"P"
"Cospseorn","Cosmarium pseudoconnatum var. ornatum V.Allorge & P.Allorge, 1930",650159,"P"
"Cospse7","Cosmarium pseudoexiguum Racib., 1885",73881,"P"
"Cospseang","Cosmarium pseudoexiguum var. angustatum West & G.S.West, 1908",650160,"P"
"Cospse8","Cosmarium pseudoholmii Borge, 1913",650161,"P"
"Cospse9","Cosmarium pseudonitidulum Nordst., 1873",73885,"P"
"Cospserot","Cosmarium pseudonitidulum var. rotundatum Willi Krieg. & Gerloff, 1965",650162,"P"
"Cospseval","Cosmarium pseudonitidulum var. validum West & G.S.West, 1905",73886,"P"
"Cospse10","Cosmarium pseudoornatum B.Eichler & Gutw., 1894",627095,"P"
"Cospse11","Cosmarium pseudopericymatium Hinode, 1965",650163,"P"
"Cospse12","Cosmarium pseudoprotuberans O.Kirchner, 1878",625833,"P"
"Cospsealp","Cosmarium pseudoprotuberans var. alpinum Racib., 1885",720971,"P"
"Cospseina","Cosmarium pseudoprotuberans var. inapertum Messikommer, 1957",650164,"P"
"Cospsekos","Cosmarium pseudoprotuberans var. kossinskaiae Willi Krieg. & Gerloff, 1965",650165,"P"
"Cospsesul","Cosmarium pseudoprotuberans var. sulcatum (Nordst.) Coesel, 1991",650252,"P"
"Cospse13","Cosmarium pseudopyramidatum P.Lundell, 1871",73882,"P"
"Cospselen","Cosmarium pseudopyramidatum var. lentiferum Taylor, 1934",650166,"P"
"Cospsemax","Cosmarium pseudopyramidatum var. maximum (Børgesen) G.W.Prescott, H.T.Croasdale, W.C.Vinyard & C.E.Bicudo, 1981",650167,"P"
"Cospseocu","Cosmarium pseudopyramidatum var. oculatum Willi Krieg., 1932",650168,"P"
"Cospserot2","Cosmarium pseudopyramidatum var. rotundatum Willi Krieg. & Gerloff, 1965",650169,"P"
"Cospse14","Cosmarium pseudoretusum F.Ducellier, 1918",650170,"P"
"Cospseina2","Cosmarium pseudoretusum var. inaequalipellicum (West & G.S.West) Willi Krieg. & Gerloff, 1962",650171,"P"
"Cospse15","Cosmarium pseudospeciosum Racib., 1892",650172,"P"
"Cospse16","Cosmarium pseudowembaerense Kouwets, 1998",627107,"P"
"Cospun","Cosmarium punctatum Nordst.",650173,"P"
"Cospun2","Cosmarium punctulatum Bréb., 1856",73887,"P"
"Cospunrot","Cosmarium punctulatum var. rotundatum G.A.Klebs, 1879",719901,"P"
"Cospunsub","Cosmarium punctulatum var. subpunctulatum (Nordst.) Borg.",73888,"P"
"Cospyc","Cosmarium pycnochondrum Nordst., 1873",851105,"P"
"Cospyg","Cosmarium pygmaeum W.Archer, 1864",676628,"P"
"Cospyo","Cosmarium pyonochondrum Nordst.",650175,"P"
"Cospyr","Cosmarium pyramidatum Bréb. ex Ralfs, 1848",73890,"P"
"Cospyrang","Cosmarium pyramidatum var. angustatum W. & G. s. West",73891,"P"
"Cospyrcon","Cosmarium pyramidatum var. convexum Willi Krieg. & Gerloff, 1965",650176,"P"
"Cospyrste","Cosmarium pyramidatum var. stenonotum (v) Klebs, 1879",792122,"P"
"Cospyrste2","Cosmarium pyramidatum var. stephanii (Irénée-Marie) Willi Krieg. & Gerloff, 1965",850854,"P"
"Cosqua","Cosmarium quadratulum (F.Gay) De Toni, 1889",73892,"P"
"Cosquabol","Cosmarium quadratulum var. boldtii (Messikommer) Krieger & Gerloff, 1965",650177,"P"
"Cosquaeas","Cosmarium quadratulum var. eastriforme Laporte, 1931",650178,"P"
"Cosqua2","Cosmarium quadratum Ralfs ex Ralfs, 1848",73893,"P"
"Cosquawil","Cosmarium quadratum var. willei (Schmidle) Willi Krieg. & Gerloff, 1969",650179,"P"
"Cosqua3","Cosmarium quadrifarium P.Lundell, 1871",650180,"P"
"Cosqua4","Cosmarium quadrum Lundell, 1871",73895,"P"
"Cosquamin","Cosmarium quadrum var. minus Nordst., 1873",650181,"P"
"Cosquasub","Cosmarium quadrum var. sublatum (Nordst.) West & G.S.West, 1912",999416,"P"
"Cosqua5","Cosmarium quasillus P.Lundell, 1871",650183,"P"
"Cosqui","Cosmarium quinarium P.Lundell, 1871",650184,"P"
"Cosral","Cosmarium ralfsii Breb.",73896,"P"
